experiment_session_id,variant,checkout_started,payment_attempt,payment_failed,order_completed,order_value
EXP00629,Control,1,1,0,1,539.79
EXP00630,Control,0,0,0,0,0.0
EXP00631,Treatment,0,0,0,0,0.0
EXP00632,Control,1,1,0,1,868.19
EXP00633,Treatment,0,0,0,0,0.0
EXP00634,Control,1,1,1,0,0.0
EXP00635,Control,1,1,0,1,860.51
EXP00636,Treatment,1,1,0,1,764.0
EXP00637,Control,1,1,0,1,903.45
EXP00638,Control,1,0,0,0,0.0
EXP00639,Treatment,1,1,0,1,598.92
EXP00640,Control,1,1,0,1,805.64
EXP00641,Treatment,1,1,0,1,1028.13
EXP00642,Treatment,1,1,0,1,691.51
EXP00643,Control,1,1,0,1,696.65
EXP00644,Treatment,1,1,0,1,1399.73
EXP00645,Treatment,1,1,0,1,480.25
EXP00646,Control,0,0,0,0,0.0
EXP00647,Treatment,1,1,1,0,0.0
EXP00648,Control,1,1,1,0,0.0
EXP00649,Control,1,1,0,1,1087.93
EXP00650,Treatment,1,1,0,1,1021.42
EXP00651,Control,1,1,0,1,978.28
EXP00652,Treatment,1,1,0,1,861.83
EXP00653,Treatment,1,1,0,1,1176.07
EXP00654,Treatment,1,1,0,1,610.68
EXP00655,Control,0,0,0,0,0.0
EXP00656,Treatment,1,0,0,0,0.0
EXP00657,Treatment,1,0,0,0,0.0
EXP00658,Treatment,1,1,0,1,527.34
EXP00659,Treatment,1,1,0,1,446.39
EXP00660,Control,1,1,0,1,1291.09
EXP00661,Control,1,1,0,1,904.77
EXP00662,Treatment,1,1,0,1,901.76
EXP00663,Control,0,0,0,0,0.0
EXP00664,Control,1,1,0,1,737.76
EXP00665,Treatment,1,1,0,1,520.13
EXP00666,Control,1,1,0,1,691.53
EXP00667,Treatment,1,1,0,1,506.16
EXP00668,Control,1,1,0,1,986.46
EXP00669,Control,1,1,0,1,1031.76
EXP00670,Treatment,1,1,0,1,1511.5
EXP00671,Control,1,1,0,1,896.37
EXP00672,Treatment,1,1,0,1,1082.93
EXP00673,Treatment,0,0,0,0,0.0
EXP00674,Control,1,1,0,1,1143.73
EXP00675,Treatment,1,1,0,1,702.69
EXP00676,Control,1,1,0,1,1244.52
EXP00677,Control,0,0,0,0,0.0
EXP00678,Treatment,1,1,0,1,900.89
EXP00679,Control,1,1,0,1,314.54
EXP00680,Control,1,0,0,0,0.0
EXP00681,Control,1,0,0,0,0.0
EXP00682,Control,1,1,0,1,440.05
EXP00683,Treatment,1,0,0,0,0.0
EXP00684,Treatment,0,0,0,0,0.0
EXP00685,Control,0,0,0,0,0.0
EXP00686,Control,1,1,0,1,1191.59
EXP00687,Treatment,1,1,0,1,1108.78
EXP00688,Control,0,0,0,0,0.0
EXP00689,Treatment,0,0,0,0,0.0
EXP00690,Control,1,1,0,1,601.85
EXP00691,Control,1,1,0,1,432.85
EXP00692,Control,1,1,1,0,0.0
EXP00693,Treatment,1,1,0,1,1151.1
EXP00694,Control,1,1,1,0,0.0
EXP00695,Control,1,1,0,1,828.65
EXP00696,Control,0,0,0,0,0.0
EXP00697,Treatment,1,1,0,1,424.67
EXP00698,Treatment,0,0,0,0,0.0
EXP00699,Treatment,1,1,0,1,982.75
EXP00700,Control,0,0,0,0,0.0
EXP00701,Treatment,1,1,0,1,1098.61
EXP00702,Control,1,1,0,1,462.46
EXP00703,Control,0,0,0,0,0.0
EXP00704,Treatment,1,1,0,1,573.48
EXP00705,Control,1,1,0,1,580.77
EXP00706,Control,0,0,0,0,0.0
EXP00707,Control,0,0,0,0,0.0
EXP00708,Control,1,1,0,1,598.63
EXP00709,Control,1,0,0,0,0.0
EXP00710,Treatment,1,1,0,1,1907.16
EXP00711,Control,1,0,0,0,0.0
EXP00712,Treatment,1,1,0,1,397.81
EXP00713,Control,1,1,0,1,1379.7
EXP00714,Control,1,1,0,1,1433.99
EXP00715,Treatment,1,1,1,0,0.0
EXP00716,Control,1,1,1,0,0.0
EXP00717,Control,1,1,0,1,931.33
EXP00718,Control,1,1,0,1,395.41
EXP00719,Treatment,1,1,0,1,1419.19
EXP00720,Treatment,1,1,0,1,802.23
EXP00721,Treatment,1,1,0,1,716.39
EXP00722,Treatment,1,1,0,1,715.57
EXP00723,Treatment,1,1,0,1,761.95
EXP00724,Treatment,1,1,0,1,869.25
EXP00725,Control,1,1,0,1,397.15
EXP00726,Control,1,1,0,1,619.4
EXP00727,Control,1,1,0,1,1052.87
EXP00728,Treatment,1,1,0,1,434.13
EXP00729,Treatment,1,1,0,1,505.07
EXP00730,Treatment,1,1,0,1,1008.57
EXP00731,Treatment,1,1,0,1,791.39
EXP00732,Treatment,0,0,0,0,0.0
EXP00733,Treatment,1,1,0,1,736.77
EXP00734,Treatment,1,1,0,1,653.07
EXP00735,Control,1,1,0,1,971.8
EXP00736,Control,1,1,0,1,711.09
EXP00737,Treatment,0,0,0,0,0.0
EXP00738,Control,1,1,0,1,532.68
EXP00739,Treatment,1,1,0,1,759.99
EXP00740,Treatment,0,0,0,0,0.0
EXP00741,Control,1,1,0,1,557.65
EXP00742,Treatment,0,0,0,0,0.0
EXP00743,Treatment,1,1,0,1,612.56
EXP00744,Treatment,0,0,0,0,0.0
EXP00745,Control,0,0,0,0,0.0
EXP00746,Control,1,1,0,1,1134.52
EXP00747,Control,1,1,0,1,786.41
EXP00748,Control,1,1,0,1,697.32
EXP00749,Control,1,1,0,1,1010.1
EXP00750,Treatment,1,1,0,1,911.75
EXP00751,Control,1,1,1,0,0.0
EXP00752,Control,1,1,0,1,878.96
EXP00753,Treatment,1,1,0,1,631.65
EXP00754,Control,0,0,0,0,0.0
EXP00755,Treatment,0,0,0,0,0.0
EXP00756,Control,1,1,0,1,843.0
EXP00757,Treatment,1,1,0,1,834.88
EXP00758,Treatment,1,1,0,1,541.9
EXP00759,Treatment,1,1,0,1,893.63
EXP00760,Control,1,1,1,0,0.0
EXP00761,Control,1,0,0,0,0.0
EXP00762,Control,1,1,0,1,990.69
EXP00763,Control,0,0,0,0,0.0
EXP00764,Control,1,1,0,1,438.99
EXP00765,Treatment,0,0,0,0,0.0
EXP00766,Treatment,1,1,0,1,1210.43
EXP00767,Treatment,0,0,0,0,0.0
EXP00768,Treatment,1,1,0,1,777.5
EXP00769,Treatment,1,1,0,1,963.9
EXP00770,Treatment,0,0,0,0,0.0
EXP00771,Control,0,0,0,0,0.0
EXP00772,Treatment,1,1,0,1,665.82
EXP00773,Control,1,1,1,0,0.0
EXP00774,Control,1,1,0,1,944.31
EXP00775,Treatment,1,1,0,1,425.03
EXP00776,Control,1,1,0,1,983.89
EXP00777,Control,1,1,1,0,0.0
EXP00778,Treatment,1,1,0,1,1658.22
EXP00779,Treatment,1,1,0,1,553.13
EXP00780,Control,1,1,0,1,766.05
EXP00781,Control,1,1,0,1,545.62
EXP00782,Control,1,1,0,1,885.53
EXP00783,Control,1,1,0,1,629.08
EXP00784,Control,1,0,0,0,0.0
EXP00785,Treatment,0,0,0,0,0.0
EXP00786,Treatment,1,1,1,0,0.0
EXP00787,Control,1,1,0,1,790.28
EXP00788,Control,0,0,0,0,0.0
EXP00789,Treatment,1,1,0,1,1143.14
EXP00790,Treatment,1,0,0,0,0.0
EXP00791,Control,1,1,0,1,583.17
EXP00792,Treatment,1,1,0,1,494.53
EXP00793,Treatment,0,0,0,0,0.0
EXP00794,Treatment,1,1,0,1,448.13
EXP00795,Control,1,1,0,1,624.25
EXP00796,Control,0,0,0,0,0.0
EXP00797,Control,1,1,0,1,1276.18
EXP00798,Treatment,1,1,0,1,590.26
EXP00799,Treatment,1,1,0,1,475.32
EXP00800,Treatment,0,0,0,0,0.0
EXP00801,Control,1,1,0,1,467.47
EXP00802,Control,1,1,1,0,0.0
EXP00803,Control,1,1,0,1,972.79
EXP00804,Treatment,1,1,0,1,792.45
EXP00805,Treatment,0,0,0,0,0.0
EXP00806,Treatment,0,0,0,0,0.0
EXP00807,Treatment,0,0,0,0,0.0
EXP00808,Treatment,1,0,0,0,0.0
EXP00809,Control,0,0,0,0,0.0
EXP00810,Control,1,0,0,0,0.0
EXP00811,Control,0,0,0,0,0.0
EXP00812,Control,1,1,0,1,840.55
EXP00813,Control,1,1,0,1,510.66
EXP00814,Treatment,1,1,0,1,1192.24
EXP00815,Control,1,1,0,1,869.36
EXP00816,Treatment,1,1,0,1,920.15
EXP00817,Control,1,1,0,1,674.87
EXP00818,Control,1,1,0,1,1290.62
EXP00819,Control,1,1,1,0,0.0
EXP00820,Treatment,0,0,0,0,0.0
EXP00821,Control,1,1,0,1,1116.09
EXP00822,Treatment,1,1,1,0,0.0
EXP00823,Treatment,1,1,0,1,413.69
EXP00824,Control,1,1,0,1,720.92
EXP00825,Control,1,1,0,1,1063.28
EXP00826,Control,1,1,0,1,1487.52
EXP00827,Treatment,1,1,1,0,0.0
EXP00828,Control,1,1,0,1,650.03
EXP00829,Control,0,0,0,0,0.0
EXP00830,Control,1,1,1,0,0.0
EXP00831,Treatment,1,1,0,1,609.91
EXP00832,Control,0,0,0,0,0.0
EXP00833,Control,0,0,0,0,0.0
EXP00834,Treatment,1,1,1,0,0.0
EXP00835,Control,1,1,0,1,1921.26
EXP00836,Treatment,1,1,0,1,963.37
EXP00837,Control,1,1,0,1,941.28
EXP00838,Treatment,1,1,0,1,852.49
EXP00839,Treatment,1,0,0,0,0.0
EXP00840,Control,0,0,0,0,0.0
EXP00841,Treatment,1,0,0,0,0.0
EXP00842,Treatment,1,1,0,1,459.48
EXP00843,Treatment,1,1,0,1,830.96
EXP00844,Control,1,1,0,1,842.98
EXP00845,Treatment,1,1,0,1,833.52
EXP00846,Treatment,0,0,0,0,0.0
EXP00847,Control,1,1,0,1,854.85
EXP00848,Treatment,1,1,0,1,763.0
EXP00849,Control,0,0,0,0,0.0
EXP00850,Control,0,0,0,0,0.0
EXP00851,Treatment,0,0,0,0,0.0
EXP00852,Treatment,1,1,0,1,874.19
EXP00853,Treatment,1,1,0,1,747.73
EXP00854,Control,0,0,0,0,0.0
EXP00855,Control,1,1,0,1,621.28
EXP00856,Treatment,1,1,0,1,531.66
EXP00857,Control,1,1,0,1,794.05
EXP00858,Treatment,0,0,0,0,0.0
EXP00859,Treatment,1,1,0,1,1304.57
EXP00860,Control,0,0,0,0,0.0
EXP00861,Control,1,1,0,1,788.66
EXP00862,Control,1,1,0,1,732.76
EXP00863,Control,1,1,0,1,880.42
EXP00864,Treatment,1,1,0,1,1096.2
EXP00865,Treatment,1,1,0,1,1011.21
EXP00866,Control,1,1,0,1,507.86
EXP00867,Control,1,1,0,1,705.39
EXP00868,Treatment,1,1,0,1,1083.37
EXP00869,Treatment,1,1,0,1,489.39
EXP00870,Control,1,1,0,1,906.38
EXP00871,Control,0,0,0,0,0.0
EXP00872,Treatment,1,0,0,0,0.0
EXP00873,Treatment,1,0,0,0,0.0
EXP00874,Control,1,1,0,1,814.63
EXP00875,Treatment,1,1,0,1,1179.89
EXP00876,Control,1,1,0,1,1208.17
EXP00877,Treatment,1,1,0,1,852.55
EXP00878,Treatment,1,1,0,1,1011.32
EXP00879,Treatment,1,1,0,1,880.44
EXP00880,Treatment,1,1,0,1,756.14
EXP00881,Control,1,1,0,1,507.87
EXP00882,Treatment,1,1,0,1,719.46
EXP00883,Control,0,0,0,0,0.0
EXP00884,Treatment,1,1,0,1,839.9
EXP00885,Treatment,1,1,0,1,326.88
EXP00886,Treatment,1,1,0,1,863.59
EXP00887,Treatment,1,1,0,1,842.36
EXP00888,Treatment,1,1,0,1,1079.0
EXP00889,Treatment,1,1,0,1,855.75
EXP00890,Control,1,1,0,1,635.78
EXP00891,Treatment,1,1,0,1,1162.75
EXP00892,Treatment,1,1,0,1,1360.39
EXP00893,Treatment,1,1,0,1,1127.09
EXP00894,Control,0,0,0,0,0.0
EXP00895,Control,1,1,0,1,887.59
EXP00896,Treatment,0,0,0,0,0.0
EXP00897,Control,0,0,0,0,0.0
EXP00898,Control,1,0,0,0,0.0
EXP00899,Control,1,1,0,1,563.55
EXP00900,Treatment,1,1,0,1,1001.42
EXP00901,Control,0,0,0,0,0.0
EXP00902,Control,1,1,0,1,612.4
EXP00903,Treatment,1,1,0,1,451.63
EXP00904,Treatment,1,1,0,1,549.69
EXP00905,Treatment,0,0,0,0,0.0
EXP00906,Control,1,1,0,1,536.65
EXP00907,Control,0,0,0,0,0.0
EXP00908,Treatment,1,1,0,1,798.81
EXP00909,Control,0,0,0,0,0.0
EXP00910,Control,1,1,1,0,0.0
EXP00911,Control,1,1,0,1,2113.95
EXP00912,Control,1,1,0,1,779.97
EXP00913,Treatment,1,1,0,1,768.12
EXP00914,Control,1,1,0,1,1077.26
EXP00915,Control,1,1,0,1,1192.3
EXP00916,Treatment,1,1,0,1,1547.8
EXP00917,Treatment,1,1,0,1,521.57
EXP00918,Treatment,1,1,0,1,940.57
EXP00919,Treatment,0,0,0,0,0.0
EXP00920,Treatment,1,1,0,1,764.3
EXP00921,Treatment,1,1,0,1,650.86
EXP00922,Treatment,1,1,1,0,0.0
EXP00923,Control,1,1,0,1,932.42
EXP00924,Control,1,1,0,1,1052.16
EXP00925,Treatment,1,1,0,1,447.18
EXP00926,Treatment,0,0,0,0,0.0
EXP00927,Treatment,1,1,0,1,567.76
EXP00928,Treatment,1,1,0,1,481.71
EXP00929,Treatment,1,1,0,1,615.6
EXP00930,Treatment,1,0,0,0,0.0
EXP00931,Treatment,1,1,0,1,586.15
EXP00932,Control,1,0,0,0,0.0
EXP00933,Control,1,1,1,0,0.0
EXP00934,Control,1,1,0,1,580.13
EXP00935,Control,1,1,0,1,706.62
EXP00936,Treatment,1,1,0,1,499.18
EXP00937,Control,0,0,0,0,0.0
EXP00938,Control,1,1,0,1,684.37
EXP00939,Control,1,1,0,1,556.84
EXP00940,Treatment,0,0,0,0,0.0
EXP00941,Treatment,1,1,0,1,687.06
EXP00942,Treatment,1,1,0,1,453.81
EXP00943,Treatment,1,1,0,1,1152.4
EXP00944,Treatment,1,1,0,1,874.17
EXP00945,Control,1,1,1,0,0.0
EXP00946,Treatment,1,1,0,1,1577.59
EXP00947,Treatment,1,1,1,0,0.0
EXP00948,Treatment,1,1,0,1,1337.45
EXP00949,Treatment,1,1,0,1,1016.14
EXP00950,Control,1,1,0,1,774.49
EXP00951,Control,1,1,0,1,625.17
EXP00952,Control,1,1,0,1,808.56
EXP00953,Treatment,1,1,0,1,780.32
EXP00954,Treatment,1,1,0,1,841.31
EXP00955,Control,1,0,0,0,0.0
EXP00956,Treatment,1,1,0,1,576.64
EXP00957,Treatment,1,1,0,1,826.82
EXP00958,Control,1,1,0,1,551.76
EXP00959,Treatment,0,0,0,0,0.0
EXP00960,Treatment,1,1,0,1,848.22
EXP00961,Treatment,1,1,0,1,907.67
EXP00962,Treatment,1,1,0,1,1050.03
EXP00963,Treatment,0,0,0,0,0.0
EXP00964,Treatment,0,0,0,0,0.0
EXP00965,Control,0,0,0,0,0.0
EXP00966,Treatment,0,0,0,0,0.0
EXP00967,Treatment,1,1,0,1,732.45
EXP00968,Treatment,0,0,0,0,0.0
EXP00969,Treatment,1,1,0,1,813.12
EXP00970,Control,1,1,0,1,923.7
EXP00971,Treatment,1,1,0,1,1204.43
EXP00972,Control,1,1,0,1,862.21
EXP00973,Treatment,1,1,0,1,895.94
EXP00974,Treatment,0,0,0,0,0.0
EXP00975,Treatment,1,1,0,1,948.61
EXP00976,Control,1,1,0,1,619.22
EXP00977,Treatment,1,1,0,1,837.03
EXP00978,Control,1,1,0,1,1053.22
EXP00979,Treatment,1,1,0,1,774.04
EXP00980,Control,1,1,0,1,669.58
EXP00981,Control,0,0,0,0,0.0
EXP00982,Control,1,1,0,1,714.97
EXP00983,Control,1,1,0,1,792.42
EXP00984,Treatment,1,1,0,1,576.09
EXP00985,Control,1,1,0,1,793.04
EXP00986,Control,1,1,0,1,858.28
EXP00987,Treatment,1,1,0,1,748.34
EXP00988,Control,0,0,0,0,0.0
EXP00989,Control,1,1,0,1,854.67
EXP00990,Treatment,1,1,0,1,655.77
EXP00991,Treatment,1,1,0,1,853.52
EXP00992,Treatment,1,1,0,1,824.99
EXP00993,Control,0,0,0,0,0.0
EXP00994,Treatment,1,1,0,1,534.66
EXP00995,Control,1,1,0,1,896.99
EXP00996,Control,1,1,0,1,967.19
EXP00997,Control,1,1,0,1,728.72
EXP00998,Treatment,0,0,0,0,0.0
EXP00999,Treatment,0,0,0,0,0.0
EXP01000,Treatment,1,1,0,1,741.12
EXP01001,Treatment,1,1,0,1,1337.59
EXP01002,Control,1,1,1,0,0.0
EXP01003,Control,0,0,0,0,0.0
EXP01004,Control,0,0,0,0,0.0
EXP01005,Control,1,1,0,1,871.64
EXP01006,Treatment,1,1,0,1,598.65
EXP01007,Control,1,1,0,1,1655.7
EXP01008,Control,0,0,0,0,0.0
EXP01009,Control,0,0,0,0,0.0
EXP01010,Control,1,1,0,1,742.88
EXP01011,Control,1,1,0,1,799.45
EXP01012,Treatment,0,0,0,0,0.0
EXP01013,Control,1,1,0,1,873.69
EXP01014,Control,0,0,0,0,0.0
EXP01015,Treatment,1,1,0,1,472.9
EXP01016,Treatment,1,1,0,1,644.55
EXP01017,Treatment,1,1,0,1,1019.98
EXP01018,Treatment,0,0,0,0,0.0
EXP01019,Control,1,1,0,1,790.46
EXP01020,Treatment,1,1,0,1,670.72
EXP01021,Treatment,1,1,0,1,846.39
EXP01022,Treatment,1,0,0,0,0.0
EXP01023,Treatment,1,1,0,1,503.3
EXP01024,Treatment,1,1,0,1,1107.7
EXP01025,Control,1,1,0,1,343.8
EXP01026,Treatment,1,1,0,1,1288.42
EXP01027,Treatment,0,0,0,0,0.0
EXP01028,Treatment,1,1,0,1,1288.26
EXP01029,Control,1,1,0,1,724.85
EXP01030,Treatment,1,1,0,1,504.7
EXP01031,Control,0,0,0,0,0.0
EXP01032,Control,1,1,0,1,725.28
EXP01033,Treatment,1,0,0,0,0.0
EXP01034,Control,1,1,0,1,1089.0
EXP01035,Control,1,1,0,1,647.89
EXP01036,Treatment,1,1,0,1,553.08
EXP01037,Treatment,1,1,0,1,517.97
EXP01038,Control,1,1,0,1,589.24
EXP01039,Control,0,0,0,0,0.0
EXP01040,Treatment,0,0,0,0,0.0
EXP01041,Control,1,1,1,0,0.0
EXP01042,Treatment,0,0,0,0,0.0
EXP01043,Treatment,1,1,0,1,940.57
EXP01044,Control,1,1,0,1,545.78
EXP01045,Treatment,1,1,0,1,678.75
EXP01046,Control,1,1,1,0,0.0
EXP01047,Treatment,0,0,0,0,0.0
EXP01048,Control,1,1,1,0,0.0
EXP01049,Control,1,1,1,0,0.0
EXP01050,Treatment,1,1,0,1,521.68
EXP01051,Treatment,1,1,0,1,846.55
EXP01052,Treatment,1,1,0,1,714.54
EXP01053,Control,1,1,0,1,778.58
EXP01054,Treatment,1,1,0,1,607.48
EXP01055,Control,1,1,0,1,657.79
EXP01056,Treatment,1,1,0,1,660.65
EXP01057,Treatment,1,1,0,1,554.86
EXP01058,Treatment,1,1,0,1,518.49
EXP01059,Control,1,1,0,1,457.47
EXP01060,Control,0,0,0,0,0.0
EXP01061,Control,1,1,0,1,613.63
EXP01062,Treatment,1,1,0,1,1224.44
EXP01063,Treatment,1,1,0,1,798.36
EXP01064,Treatment,1,1,0,1,1105.95
EXP01065,Treatment,1,1,0,1,488.73
EXP01066,Control,1,1,0,1,782.58
EXP01067,Treatment,1,1,0,1,784.28
EXP01068,Control,0,0,0,0,0.0
EXP01069,Control,1,1,0,1,869.49
EXP01070,Treatment,1,1,1,0,0.0
EXP01071,Treatment,1,1,0,1,653.35
EXP01072,Control,1,1,0,1,751.36
EXP01073,Treatment,1,1,0,1,854.66
EXP01074,Treatment,1,1,0,1,937.46
EXP01075,Treatment,1,1,0,1,1532.84
EXP01076,Treatment,1,1,0,1,781.85
EXP01077,Treatment,1,1,1,0,0.0
EXP01078,Control,1,1,1,0,0.0
EXP01079,Control,1,1,0,1,697.27
EXP01080,Treatment,0,0,0,0,0.0
EXP01081,Control,1,1,0,1,650.47
EXP01082,Treatment,1,1,0,1,701.71
EXP01083,Control,1,1,0,1,662.94
EXP01084,Control,1,1,0,1,443.53
EXP01085,Control,0,0,0,0,0.0
EXP01086,Treatment,1,1,0,1,594.72
EXP01087,Control,1,1,0,1,855.9
EXP01088,Treatment,1,1,0,1,897.47
EXP01089,Treatment,0,0,0,0,0.0
EXP01090,Control,1,1,0,1,1148.72
EXP01091,Treatment,0,0,0,0,0.0
EXP01092,Treatment,1,1,1,0,0.0
EXP01093,Control,1,1,0,1,450.04
EXP01094,Treatment,1,1,0,1,535.68
EXP01095,Treatment,1,1,0,1,765.41
EXP01096,Treatment,1,1,0,1,1023.2
EXP01097,Treatment,1,1,0,1,1023.62
EXP01098,Treatment,1,1,1,0,0.0
EXP01099,Treatment,1,1,0,1,808.74
EXP01100,Treatment,1,1,0,1,793.29
EXP01101,Control,1,1,0,1,891.72
EXP01102,Treatment,0,0,0,0,0.0
EXP01103,Control,0,0,0,0,0.0
EXP01104,Treatment,1,1,0,1,390.81
EXP01105,Control,1,1,0,1,515.78
EXP01106,Control,0,0,0,0,0.0
EXP01107,Control,1,1,0,1,975.06
EXP01108,Control,0,0,0,0,0.0
EXP01109,Treatment,0,0,0,0,0.0
EXP01110,Treatment,1,1,1,0,0.0
EXP01111,Treatment,0,0,0,0,0.0
EXP01112,Treatment,1,1,0,1,582.22
EXP01113,Treatment,1,1,0,1,649.49
EXP01114,Control,1,1,0,1,1063.05
EXP01115,Treatment,1,1,0,1,914.41
EXP01116,Treatment,1,1,0,1,820.24
EXP01117,Treatment,1,1,0,1,867.24
EXP01118,Treatment,1,1,0,1,716.48
EXP01119,Control,1,1,0,1,843.5
EXP01120,Treatment,1,1,0,1,730.61
EXP01121,Control,1,1,0,1,665.8
EXP01122,Control,1,1,0,1,979.06
EXP01123,Control,1,1,0,1,888.72
EXP01124,Treatment,1,1,0,1,533.41
EXP01125,Treatment,0,0,0,0,0.0
EXP01126,Control,1,1,0,1,650.75
EXP01127,Control,1,1,0,1,409.74
EXP01128,Treatment,1,1,0,1,869.4
EXP01129,Control,1,1,0,1,456.88
EXP01130,Treatment,0,0,0,0,0.0
EXP01131,Treatment,1,1,0,1,716.91
EXP01132,Treatment,1,1,0,1,1076.26
EXP01133,Treatment,1,1,0,1,748.72
EXP01134,Treatment,1,1,0,1,421.52
EXP01135,Treatment,0,0,0,0,0.0
EXP01136,Treatment,1,1,0,1,787.01
EXP01137,Treatment,0,0,0,0,0.0
EXP01138,Control,1,1,1,0,0.0
EXP01139,Control,1,1,0,1,800.11
EXP01140,Treatment,1,1,0,1,665.0
EXP01141,Control,1,1,0,1,979.6
EXP01142,Treatment,1,1,0,1,513.79
EXP01143,Treatment,1,1,0,1,591.56
EXP01144,Control,1,1,0,1,697.62
EXP01145,Treatment,0,0,0,0,0.0
EXP01146,Treatment,1,1,0,1,578.51
EXP01147,Control,1,1,0,1,477.68
EXP01148,Treatment,1,1,0,1,758.46
EXP01149,Control,1,1,0,1,735.36
EXP01150,Treatment,1,1,0,1,734.0
EXP01151,Treatment,1,1,0,1,542.13
EXP01152,Control,0,0,0,0,0.0
EXP01153,Treatment,1,1,0,1,792.21
EXP01154,Treatment,1,1,0,1,671.68
EXP01155,Control,1,1,0,1,970.89
EXP01156,Treatment,1,1,0,1,478.67
EXP01157,Control,1,0,0,0,0.0
EXP01158,Control,0,0,0,0,0.0
EXP01159,Treatment,1,1,0,1,279.4
EXP01160,Control,0,0,0,0,0.0
EXP01161,Control,1,0,0,0,0.0
EXP01162,Control,1,1,0,1,973.34
EXP01163,Control,1,1,0,1,524.33
EXP01164,Treatment,1,1,0,1,666.22
EXP01165,Control,1,1,0,1,629.0
EXP01166,Treatment,1,1,0,1,528.28
EXP01167,Control,1,1,0,1,610.21
EXP01168,Control,1,0,0,0,0.0
EXP01169,Control,0,0,0,0,0.0
EXP01170,Control,1,1,0,1,318.77
EXP01171,Control,1,1,0,1,497.13
EXP01172,Control,0,0,0,0,0.0
EXP01173,Treatment,1,1,1,0,0.0
EXP01174,Control,1,1,0,1,476.41
EXP01175,Control,1,0,0,0,0.0
EXP01176,Treatment,1,1,0,1,1048.76
EXP01177,Treatment,1,1,0,1,609.39
EXP01178,Control,1,0,0,0,0.0
EXP01179,Control,1,1,0,1,1050.66
EXP01180,Treatment,1,1,0,1,832.85
EXP01181,Treatment,1,1,0,1,779.71
EXP01182,Treatment,1,1,0,1,759.29
EXP01183,Treatment,1,1,1,0,0.0
EXP01184,Treatment,1,1,0,1,438.5
EXP01185,Control,1,1,0,1,645.17
EXP01186,Control,1,1,0,1,517.53
EXP01187,Control,1,1,0,1,630.37
EXP01188,Treatment,1,1,0,1,392.92
EXP01189,Control,0,0,0,0,0.0
EXP01190,Control,1,1,1,0,0.0
EXP01191,Control,0,0,0,0,0.0
EXP01192,Control,1,1,0,1,592.9
EXP01193,Treatment,0,0,0,0,0.0
EXP01194,Control,1,0,0,0,0.0
EXP01195,Treatment,1,1,0,1,495.18
EXP01196,Control,1,1,0,1,1166.94
EXP01197,Treatment,1,1,0,1,654.97
EXP01198,Treatment,1,1,0,1,922.9
EXP01199,Treatment,1,0,0,0,0.0
EXP01200,Control,1,1,1,0,0.0
EXP01201,Control,1,1,0,1,525.95
EXP01202,Control,1,1,0,1,519.14
EXP01203,Treatment,1,1,0,1,627.27
EXP01204,Control,1,1,0,1,487.28
EXP01205,Control,1,1,0,1,1033.98
EXP01206,Treatment,1,1,0,1,720.46
EXP01207,Control,1,1,0,1,1040.79
EXP01208,Treatment,1,1,0,1,501.04
EXP01209,Control,0,0,0,0,0.0
EXP01210,Control,1,1,0,1,845.18
EXP01211,Control,1,0,0,0,0.0
EXP01212,Control,0,0,0,0,0.0
EXP01213,Treatment,1,1,0,1,803.01
EXP01214,Control,0,0,0,0,0.0
EXP01215,Treatment,1,1,0,1,894.02
EXP01216,Treatment,0,0,0,0,0.0
EXP01217,Control,1,1,0,1,399.16
EXP01218,Treatment,1,1,0,1,973.44
EXP01219,Treatment,1,1,0,1,1194.67
EXP01220,Control,1,1,1,0,0.0
EXP01221,Control,1,1,0,1,391.17
EXP01222,Control,1,1,1,0,0.0
EXP01223,Control,1,1,0,1,567.39
EXP01224,Control,1,1,0,1,1183.2
EXP01225,Treatment,0,0,0,0,0.0
EXP01226,Treatment,1,1,0,1,706.18
EXP01227,Control,1,1,0,1,1162.77
EXP01228,Control,1,1,1,0,0.0
EXP01229,Control,1,1,1,0,0.0
EXP01230,Treatment,1,1,1,0,0.0
EXP01231,Control,1,1,0,1,686.01
EXP01232,Control,1,1,0,1,799.81
EXP01233,Control,1,1,0,1,401.54
EXP01234,Control,1,1,1,0,0.0
EXP01235,Control,0,0,0,0,0.0
EXP01236,Treatment,1,1,0,1,1284.56
EXP01237,Control,0,0,0,0,0.0
EXP01238,Control,1,1,0,1,815.11
EXP01239,Treatment,1,1,0,1,458.53
EXP01240,Treatment,1,1,0,1,528.5
EXP01241,Treatment,1,1,0,1,1002.88
EXP01242,Treatment,0,0,0,0,0.0
EXP01243,Control,1,1,0,1,1920.35
EXP01244,Treatment,0,0,0,0,0.0
EXP01245,Treatment,1,1,0,1,1148.35
EXP01246,Control,1,1,0,1,671.74
EXP01247,Treatment,1,1,0,1,907.13
EXP01248,Control,0,0,0,0,0.0
EXP01249,Control,1,1,1,0,0.0
EXP01250,Treatment,1,1,0,1,793.96
EXP01251,Control,1,1,0,1,590.0
EXP01252,Treatment,1,1,1,0,0.0
EXP01253,Treatment,1,1,0,1,1255.17
EXP01254,Treatment,0,0,0,0,0.0
EXP01255,Treatment,1,1,0,1,537.35
EXP01256,Control,0,0,0,0,0.0
EXP01257,Treatment,1,1,0,1,745.42
